book,score
79042,16
79043,269
79044,446
79045,196
79046,546
79047,366
79048,18
79049,281
79050,443
79051,408
79052,268
79053,350
79054,194
79055,476
79056,438
79057,169
79058,389
79059,422
79060,100
79061,104
79062,25
79063,325
79064,360
79065,449
79066,479
79067,590
79068,26
79069,482
79070,487
79071,259
79072,472
79073,511
79074,140
79075,249
79076,327
79077,210
79078,588
79079,103
79080,278
79081,517
79082,130
79083,586
79084,75
79085,331
79086,153
79087,525
79088,557
79089,276
79090,135
79091,206
79092,478
79093,583
79094,419
79095,316
79096,586
79097,154
79098,365
79099,564
79100,128
79101,301
79102,545
79103,107
79104,276
79105,356
79106,312
79107,374
79108,30
79109,139
79110,475
79111,21
79112,35
79113,364
79114,548
79115,182
79116,557
79117,595
79118,419
79119,509
79120,442
79121,571
79122,449
79123,233
79124,198
79125,98
79126,261
79127,90
79128,222
79129,87
79130,353
79131,351
79132,395
79133,380
79134,208
79135,108
79136,430
79137,230
79138,430
79139,376
79140,78
79141,121
79142,131
79143,596
79144,235
79145,321
79146,246
79147,64
79148,38
79149,27
79150,139
79151,88
79152,519
79153,146
79154,544
79155,259
79156,170
79157,229
79158,122
79159,596
79160,295
79161,13
79162,214
79163,1
79164,253
79165,429
79166,446
79167,97
79168,179
79169,346
79170,347
79171,475
79172,51
79173,130
79174,122
79175,473
79176,75
79177,329
79178,492
79179,115
79180,584
79181,542
79182,445
79183,368
79184,281
79185,20
79186,569
79187,248
79188,557
79189,132
79190,142
79191,60
79192,115
79193,528
79194,362
79195,527
79196,164
79197,386
79198,546
79199,478
79200,415
79201,67
79202,587
79203,218
79204,361
79205,384
79206,129
79207,447
79208,342
79209,39
79210,322
79211,76
79212,144
79213,71
79214,270
79215,171
79216,403
79217,429
79218,198
79219,211
79220,267
79221,187
79222,317
79223,440
79224,123
79225,595
79226,127
79227,469
79228,59
79229,273
79230,525
79231,519
79232,269
79233,230
79234,442
79235,242
79236,172
79237,441
79238,62
79239,18
79240,297
79241,344
79242,260
79243,496
79244,315
79245,28
79246,305
79247,196
79248,490
79249,594
79250,500
79251,65
79252,585
79253,190
79254,36
79255,124
79256,150
79257,178
79258,115
79259,38
79260,318
79261,132
79262,533
79263,353
79264,42
79265,534
79266,20
79267,439
79268,248
79269,447
79270,436
79271,566
79272,184
79273,191
79274,342
79275,16
79276,412
79277,279
79278,307
79279,583
79280,66
79281,199
79282,575
79283,158
79284,217
79285,209
79286,159
79287,98
79288,302
79289,226
79290,136
79291,207
79292,378
79293,433
79294,110
79295,167
79296,233
79297,152
79298,21
79299,117
79300,354
79301,240
79302,336
79303,248
79304,526
79305,529
79306,92
79307,331
79308,287
79309,598
79310,463
79311,545
79312,94
79313,415
79314,10
79315,278
79316,489
79317,120
79318,81
79319,120
79320,151
79321,223
79322,227
79323,332
79324,473
79325,187
79326,522
79327,365
79328,480
79329,87
79330,105
79331,256
79332,341
79333,342
79334,157
79335,67
79336,600
79337,169
79338,473
79339,515
79340,288
79341,28
79342,162
79343,181
79344,483
79345,222
79346,235
79347,388
79348,188
79349,567
79350,94
79351,153
79352,359
79353,372
79354,560
79355,361
79356,417
79357,14
79358,584
79359,560
79360,528
79361,600
79362,308
79363,139
79364,68
79365,39
79366,23
79367,507
79368,82
79369,268
79370,411
79371,190
79372,75
79373,181
79374,599
79375,271
79376,45
79377,282
79378,181
79379,53
79380,61
79381,410
79382,283
79383,250
79384,456
79385,566
79386,315
79387,234
79388,101
79389,525
79390,377
79391,251
79392,480
79393,343
79394,569
79395,163
79396,181
79397,246
79398,299
79399,261
79400,495
79401,61
79402,580
79403,398
79404,165
79405,492
79406,354
79407,340
79408,215
79409,404
79410,171
79411,293
79412,323
79413,581
79414,579
79415,469
79416,102
79417,384
79418,248
79419,122
79420,201
79421,110
79422,475
79423,202
79424,2
79425,263
79426,86
79427,156
79428,204
79429,270
79430,148
79431,596
79432,212
79433,497
79434,114
79435,463
79436,240
79437,159
79438,520
79439,406
79440,182
79441,419
79442,395
79443,216
79444,103
79445,189
79446,226
79447,128
79448,246
79449,303
79450,499
79451,550
79452,345
79453,572
79454,458
79455,313
79456,227
79457,52
79458,173
79459,522
79460,139
79461,405
79462,511
79463,484
79464,508
79465,92
79466,143
79467,535
79468,546
79469,81
79470,252
79471,163
79472,246
79473,488
79474,151
79475,426
79476,54
79477,580
79478,477
79479,230
79480,332
79481,70
79482,104
79483,210
79484,337
79485,547
79486,17
79487,461
79488,318
79489,275
79490,476
79491,344
79492,511
79493,518
79494,327
79495,57
79496,189
79497,153
79498,128
79499,80
79500,230
79501,190
79502,467
79503,79
79504,202
79505,234
79506,269
79507,238
79508,469
79509,39
79510,95
79511,284
79512,188
79513,378
79514,378
79515,154
79516,582
79517,247
79518,588
79519,113
79520,49
79521,392
79522,469
79523,116
79524,237
79525,276
79526,361
79527,80
79528,41
79529,573
79530,449
79531,583
79532,384
79533,346
79534,464
79535,28
79536,439
79537,530
79538,151
79539,489
79540,430
79541,418
79542,69
79543,61
79544,465
79545,582
79546,591
79547,241
79548,186
79549,292
79550,544
79551,497
79552,341
79553,206
79554,453
79555,40
79556,240
79557,213
79558,439
79559,356
79560,124
79561,579
79562,326
79563,344
79564,84
79565,89
79566,295
79567,104
79568,185
79569,143
79570,2
79571,111
79572,287
79573,74
79574,410
79575,229
79576,376
79577,239
79578,113
79579,557
79580,307
79581,326
79582,408
79583,250
79584,281
79585,65
79586,120
79587,497
79588,308
79589,532
79590,488
79591,337
79592,292
79593,319
79594,243
79595,119
79596,270
79597,535
79598,53
79599,318
79600,539
79601,19
79602,474
79603,308
79604,211
79605,457
79606,203
79607,128
79608,61
79609,144
79610,454
79611,376
79612,204
79613,17
79614,168
79615,566
79616,551
79617,119
79618,418
79619,274
79620,597
79621,197
79622,166
79623,531
79624,34
79625,494
79626,508
79627,223
79628,275
79629,224
79630,165
79631,595
79632,538
79633,410
79634,291
79635,452
79636,175
79637,212
79638,227
79639,275
79640,107
79641,174
79642,320
79643,366
79644,465
79645,377
79646,173
79647,276
79648,156
79649,209
79650,367
79651,129
79652,407
79653,220
79654,69
79655,151
79656,469
79657,276
79658,324
79659,429
79660,598
79661,144
79662,451
79663,241
79664,154
79665,321
79666,152
79667,458
79668,69
79669,8
79670,38
79671,105
79672,15
79673,125
79674,332
79675,373
79676,431
79677,434
79678,330
79679,581
79680,147
79681,437
79682,186
79683,448
79684,14
79685,381
79686,25
79687,216
79688,535
79689,580
79690,489
79691,261
79692,234
79693,331
79694,292
79695,358
79696,302
79697,331
79698,455
79699,451
79700,226
79701,439
79702,441
79703,446
79704,596
79705,128
79706,430
79707,495
79708,176
79709,80
79710,20
79711,159
79712,449
79713,479
79714,81
79715,108
79716,335
79717,540
79718,295
79719,43
79720,405
79721,411
79722,390
79723,243
79724,581
79725,77
79726,100
79727,550
79728,243
79729,237
79730,451
79731,451
79732,451
79733,327
79734,431
79735,486
79736,24
79737,443
79738,210
79739,402
79740,362
79741,439
79742,30
79743,133
79744,482
79745,378
79746,415
79747,273
79748,37
79749,37
79750,386
79751,450
79752,35
79753,276
79754,310
79755,299
79756,315
79757,226
79758,262
79759,43
79760,373
79761,315
79762,119
79763,557
79764,51
79765,410
79766,364
79767,6
79768,20
79769,227
79770,252
79771,528
79772,327
79773,443
79774,157
79775,563
79776,185
79777,531
79778,559
79779,530
79780,228
79781,484
79782,255
79783,187
79784,84
79785,164
79786,454
79787,96
79788,238
79789,574
79790,334
79791,67
79792,503
79793,216
79794,233
79795,143
79796,414
79797,446
79798,237
79799,577
79800,199
79801,252
79802,64
79803,373
79804,13
79805,216
79806,300
79807,85
79808,147
79809,350
79810,295
79811,284
79812,200
79813,541
79814,33
79815,481
79816,589
79817,390
79818,499
79819,351
79820,595
79821,453
79822,257
79823,265
79824,326
79825,433
79826,371
79827,395
79828,248
79829,173
79830,566
79831,4
79832,75
79833,417
79834,17
79835,567
79836,375
79837,458
79838,447
79839,392
79840,516
79841,525
79842,441
79843,283
79844,253
79845,188
79846,237
79847,513
79848,33
79849,463
79850,455
79851,220
79852,431
79853,316
79854,58
79855,138
79856,101
79857,233
79858,346
79859,142
79860,213
79861,197
79862,577
79863,193
79864,301
79865,182
79866,421
79867,288
79868,217
79869,406
79870,123
79871,559
79872,383
79873,207
79874,434
79875,299
79876,311
79877,581
79878,502
79879,205
79880,37
79881,115
79882,303
79883,555
79884,269
79885,69
79886,549
79887,312
79888,513
79889,172
79890,466
79891,236
79892,218
79893,513
79894,157
79895,470
79896,320
79897,105
79898,214
79899,221
79900,24
79901,126
79902,467
79903,246
79904,193
79905,238
79906,286
79907,88
79908,179
79909,100
79910,496
79911,251
79912,181
79913,501
79914,111
79915,247
79916,185
79917,5
79918,399
79919,337
79920,182
79921,232
79922,264
79923,248
79924,1
79925,148
79926,219
79927,262
79928,82
79929,555
79930,498
79931,34
79932,510
79933,191
79934,523
79935,10
79936,382
79937,566
79938,233
79939,309
79940,491
79941,29
79942,520
79943,535
79944,125
79945,265
79946,35
79947,30
79948,471
79949,360
79950,547
79951,465
79952,576
79953,374
79954,157
79955,376
79956,144
79957,388
79958,305
79959,38
79960,180
79961,331
79962,403
79963,171
79964,585
79965,493
79966,424
79967,38
79968,225
79969,588
79970,71
79971,376
79972,445
79973,245
79974,225
79975,11
79976,320
79977,276
79978,46
79979,274
79980,299
79981,99
79982,54
79983,242
79984,162
79985,229
79986,136
79987,534
79988,50
79989,68
79990,371
79991,504
79992,101
79993,34
79994,278
79995,403
79996,204
79997,533
79998,414
79999,238
80000,79
80001,244
80002,92
80003,315
80004,380
80005,518
80006,168
80007,573
80008,506
80009,474
80010,366
80011,143
80012,137
80013,160
80014,571
80015,562
80016,345
80017,446
80018,28
80019,135
80020,555
80021,103
80022,315
80023,122
80024,559
80025,135
80026,280
80027,543
80028,547
80029,153
80030,88
80031,367
80032,580
80033,177
80034,484
80035,594
80036,148
80037,477
80038,344
80039,16
80040,585
80041,94
80042,278
80043,387
80044,238
80045,533
80046,326
80047,508
80048,328
80049,432
80050,221
80051,494
80052,575
80053,587
80054,72
80055,64
80056,279
80057,219
80058,419
80059,275
80060,402
80061,239
80062,258
80063,387
80064,331
80065,599
80066,98
80067,483
80068,514
80069,342
80070,293
80071,353
80072,159
80073,348
80074,257
80075,344
80076,565
80077,588
80078,164
80079,205
80080,436
80081,541
80082,46
80083,121
80084,466
80085,475
80086,155
80087,308
80088,408
80089,101
80090,116
80091,91
80092,253
80093,113
80094,232
80095,376
80096,257
80097,484
80098,388
80099,16
80100,152
80101,174
80102,100
80103,531
80104,545
80105,281
80106,164
80107,148
80108,265
80109,154
80110,440
80111,223
80112,49
80113,465
80114,253
80115,226
80116,377
80117,331
80118,130
80119,308
80120,495
80121,135
80122,262
80123,355
80124,136
80125,365
80126,39
80127,330
80128,130
80129,441
80130,284
80131,374
80132,92
80133,471
80134,600
80135,234
80136,354
80137,193
80138,524
80139,113
80140,592
80141,540
80142,543
80143,392
80144,291
80145,329
80146,428
80147,142
80148,15
80149,71
80150,105
80151,555
80152,384
80153,493
80154,343
80155,350
80156,88
80157,157
80158,91
80159,91
80160,25
80161,36
80162,264
80163,9
80164,336
80165,502
80166,286
80167,338
80168,415
80169,119
80170,259
80171,547
80172,518
80173,188
80174,108
80175,459
80176,301
80177,264
80178,41
80179,41
80180,399
80181,259
80182,178
80183,30
80184,374
80185,436
80186,466
80187,529
80188,72
80189,215
80190,206
80191,489
80192,555
80193,545
80194,170
80195,557
80196,434
80197,200
80198,233
80199,567
80200,284
80201,296
80202,494
80203,56
80204,141
80205,304
80206,252
80207,405
80208,179
80209,507
80210,406
80211,302
80212,39
80213,555
80214,420
80215,215
80216,518
80217,487
80218,578
80219,88
80220,100
80221,149
80222,527
80223,351
80224,164
80225,531
80226,487
80227,38
80228,485
80229,47
80230,157
80231,342
80232,12
80233,175
80234,593
80235,274
80236,458
80237,243
80238,66
80239,353
80240,251
80241,574
80242,528
80243,163
80244,539
80245,371
80246,136
80247,428
80248,100
80249,227
80250,485
80251,535
80252,16
80253,221
80254,519
80255,314
80256,263
80257,287
80258,395
80259,519
80260,134
80261,9
80262,343
80263,426
80264,172
80265,169
80266,200
80267,190
80268,306
80269,80
80270,18
80271,259
80272,519
80273,52
80274,571
80275,538
80276,525
80277,7
80278,348
80279,209
80280,19
80281,476
80282,373
80283,489
80284,240
80285,521
80286,4
80287,28
80288,25
80289,576
80290,330
80291,397
80292,215
80293,296
80294,474
80295,464
80296,40
80297,457
80298,407
80299,432
80300,72
80301,541
80302,369
80303,23
80304,212
80305,273
80306,403
80307,232
80308,522
80309,523
80310,196
80311,96
80312,24
80313,389
80314,135
80315,283
80316,480
80317,455
80318,154
80319,403
80320,69
80321,43
80322,104
80323,356
80324,422
80325,434
80326,507
80327,482
80328,179
80329,60
80330,498
80331,572
80332,184
80333,213
80334,138
80335,370
80336,309
80337,402
80338,372
80339,129
80340,319
80341,531
80342,227
80343,63
80344,63
80345,563
80346,464
80347,233
80348,229
80349,442
80350,548
80351,483
80352,505
80353,188
80354,41
80355,583
80356,429
80357,345
80358,557
80359,270
80360,330
80361,133
80362,148
80363,381
80364,510
80365,363
80366,297
80367,183
80368,551
80369,51
80370,441
80371,416
80372,455
80373,411
80374,349
80375,505
80376,211
80377,529
80378,442
80379,311
80380,42
80381,502
80382,534
80383,270
80384,206
80385,437
80386,384
80387,556
80388,2
80389,195
80390,348
80391,568
80392,169
80393,225
80394,555
80395,432
80396,142
80397,341
80398,459
80399,586
80400,14
80401,79
80402,528
80403,226
80404,198
80405,159
80406,110
80407,579
80408,209
80409,419
80410,554
80411,545
80412,10
80413,486
80414,180
80415,450
80416,571
80417,253
80418,307
80419,365
80420,384
80421,411
80422,341
80423,394
80424,147
80425,308
80426,33
80427,545
80428,141
80429,246
80430,284
80431,183
80432,165
80433,195
80434,436
80435,387
80436,72
80437,459
80438,116
80439,175
80440,573
80441,479
80442,180
80443,522
80444,259
80445,128
80446,419
80447,186
80448,34
80449,118
80450,236
80451,471
80452,595
80453,148
80454,396
80455,434
80456,157
80457,361
80458,132
80459,148
80460,557
80461,58
80462,590
80463,459
80464,281
80465,346
80466,600
80467,127
80468,401
80469,35
80470,248
80471,27
80472,26
80473,582
80474,179
80475,55
80476,537
80477,383
80478,303
80479,427
80480,472
80481,212
80482,1
80483,21
80484,456
80485,204
80486,507
80487,299
80488,99
80489,252
80490,70
80491,268
80492,276
80493,100
80494,440
80495,201
80496,118
80497,593
80498,465
80499,322
80500,245
80501,76
80502,128
80503,194
80504,133
80505,215
80506,149
80507,564
80508,318
80509,391
80510,443
80511,175
80512,272
80513,436
80514,84
80515,509
80516,497
80517,38
80518,280
80519,322
80520,296
80521,498
80522,492
80523,551
80524,173
80525,74
80526,411
80527,173
80528,551
80529,419
80530,236
80531,327
80532,585
80533,488
80534,303
80535,593
80536,234
80537,539
80538,125
80539,173
80540,119
80541,100
80542,67
80543,588
80544,384
80545,594
80546,538
80547,249
80548,84
80549,326
80550,471
80551,57
80552,177
80553,423
80554,242
80555,95
80556,404
80557,143
80558,157
80559,452
80560,385
80561,461
80562,155
80563,339
80564,224
80565,372
80566,194
80567,51
80568,196
80569,41
80570,494
80571,405
80572,425
80573,34
80574,340
80575,133
80576,385
80577,193
80578,72
80579,598
80580,443
80581,471
80582,163
80583,510
80584,546
80585,14
80586,468
80587,169
80588,557
80589,367
80590,249
80591,537
80592,496
80593,426
80594,59
80595,130
80596,326
80597,340
80598,228
80599,508
80600,448
80601,411
80602,214
80603,122
80604,167
80605,373
80606,473
80607,343
80608,586
80609,310
80610,136
80611,360
80612,220
80613,215
80614,176
80615,444
80616,86
80617,564
80618,566
80619,504
80620,180
80621,430
80622,308
80623,304
80624,527
80625,359
80626,160
80627,480
80628,119
80629,237
80630,106
80631,536
80632,122
80633,333
80634,247
80635,326
80636,413
80637,305
80638,102
80639,133
80640,141
80641,596
80642,295
80643,547
80644,243
80645,593
80646,555
80647,304
80648,338
80649,252
80650,92
80651,362
80652,334
80653,464
80654,369
80655,526
80656,3
80657,560
80658,94
80659,216
80660,343
80661,9
80662,470
80663,460
80664,253
80665,348
80666,342
80667,438
80668,119
80669,266
80670,224
80671,523
80672,247
80673,175
80674,40
80675,18
80676,394
80677,465
80678,519
80679,157
80680,209
80681,434
80682,537
80683,169
80684,446
80685,17
80686,229
80687,525
80688,599
80689,544
80690,361
80691,72
80692,554
80693,286
80694,319
80695,251
80696,278
80697,139
80698,471
80699,221
80700,233
80701,252
80702,282
80703,37
80704,315
80705,77
80706,329
80707,378
80708,470
80709,547
80710,72
80711,159
80712,17
80713,356
80714,83
80715,338
80716,519
80717,413
80718,83
80719,555
80720,233
80721,363
80722,228
80723,178
80724,37
80725,246
80726,334
80727,457
80728,16
80729,551
80730,391
80731,481
80732,215
80733,523
80734,145
80735,112
80736,566
80737,239
80738,477
80739,367
80740,132
80741,139
80742,163
80743,362
80744,563
80745,411
80746,317
80747,161
80748,383
80749,168
80750,343
80751,108
80752,451
80753,14
80754,117
80755,531
80756,594
80757,558
80758,250
80759,26
80760,496
80761,348
80762,239
80763,20
80764,366
80765,595
80766,384
80767,23
80768,436
80769,276
80770,31
80771,477
80772,230
80773,565
80774,340
80775,451
80776,286
80777,214
80778,362
80779,417
80780,130
80781,542
80782,102
80783,202
80784,345
80785,397
80786,158
80787,414
80788,231
80789,51
80790,100
80791,451
80792,586
80793,285
80794,502
80795,307
80796,497
80797,352
80798,308
80799,374
80800,136
80801,557
80802,141
80803,191
80804,50
80805,381
80806,133
80807,149
80808,492
80809,278
80810,207
80811,232
80812,514
80813,92
80814,211
80815,99
80816,168
80817,379
80818,237
80819,209
80820,503
80821,447
80822,122
80823,559
80824,346
80825,375
80826,239
80827,465
80828,92
80829,150
80830,24
80831,161
80832,407
80833,185
80834,441
80835,587
80836,515
80837,503
80838,461
80839,12
80840,370
80841,522
80842,456
80843,120
80844,36
80845,308
80846,523
80847,98
80848,220
80849,252
80850,588
80851,342
80852,38
80853,496
80854,303
80855,235
80856,291
80857,573
80858,54
80859,404
80860,499
80861,353
80862,176
80863,493
80864,517
80865,106
80866,369
80867,467
80868,454
80869,543
80870,517
80871,260
80872,91
80873,292
80874,258
80875,302
80876,133
80877,323
80878,337
80879,355
80880,89
80881,589
80882,56
80883,306
80884,304
80885,313
80886,392
80887,17
80888,450
80889,99
80890,86
80891,150
80892,538
80893,294
80894,105
80895,125
80896,270
80897,156
80898,415
80899,588
80900,93
80901,409
80902,443
80903,434
80904,533
80905,296
80906,239
80907,54
80908,200
80909,29
80910,314
80911,35
80912,258
80913,250
80914,38
80915,569
80916,378
80917,309
80918,144
80919,95
80920,250
80921,390
80922,157
80923,388
80924,229
80925,535
80926,318
80927,430
80928,509
80929,92
80930,568
80931,593
80932,549
80933,169
80934,474
80935,105
80936,329
80937,67
80938,372
80939,411
80940,273
80941,583
80942,392
80943,589
80944,76
80945,30
80946,288
80947,206
80948,422
80949,386
80950,316
80951,184
80952,352
80953,474
80954,557
80955,530
80956,417
80957,337
80958,307
80959,146
80960,366
80961,565
80962,144
80963,272
80964,451
80965,588
80966,7
80967,333
80968,518
80969,320
80970,260
80971,178
80972,204
80973,59
80974,522
80975,165
80976,282
80977,126
80978,523
80979,223
80980,210
80981,123
80982,191
80983,225
80984,248
80985,282
80986,116
80987,572
80988,496
80989,248
80990,365
80991,87
80992,415
80993,476
80994,307
80995,227
80996,266
80997,60
80998,413
80999,323
81000,550
81001,460
81002,333
81003,479
81004,573
81005,294
81006,249
81007,544
81008,553
81009,173
81010,523
81011,358
81012,353
81013,19
81014,301
81015,292
81016,510
81017,91
81018,412
81019,485
81020,136
81021,81
81022,336
81023,584
81024,18
81025,309
81026,573
81027,335
81028,102
81029,582
81030,425
81031,222
81032,94
81033,27
81034,18
81035,70
81036,512
81037,293
81038,27
81039,297
81040,405
81041,552
81042,339
81043,504
81044,583
81045,488
81046,547
81047,207
81048,581
81049,384
81050,146
81051,170
81052,148
81053,502
81054,343
81055,50
81056,131
81057,67
81058,113
81059,136
81060,203
81061,414
81062,86
81063,322
81064,9
81065,376
81066,134
81067,187
81068,514
81069,154
81070,572
81071,84
81072,306
81073,186
81074,497
81075,184
81076,40
81077,53
81078,300
81079,510
81080,514
81081,62
81082,66
81083,351
81084,32
81085,557
81086,230
81087,24
81088,407
81089,130
81090,181
81091,489
81092,549
81093,577
81094,504
81095,547
81096,316
81097,416
81098,407
81099,9
81100,534
81101,466
81102,583
81103,421
81104,563
81105,344
81106,560
81107,388
81108,401
81109,94
81110,197
81111,51
81112,48
81113,409
81114,56
81115,208
81116,176
81117,408
81118,521
81119,262
81120,234
81121,312
81122,491
81123,152
81124,521
81125,337
81126,172
81127,214
81128,419
81129,126
81130,487
81131,461
81132,455
81133,530
81134,280
81135,81
81136,397
81137,525
81138,27
81139,150
81140,420
81141,399
81142,537
81143,580
81144,580
81145,411
81146,536
81147,9
81148,1
81149,364
81150,133
81151,64
81152,248
81153,238
81154,433
81155,175
81156,25
81157,243
81158,13
81159,494
81160,297
81161,222
81162,364
81163,323
81164,339
81165,92
81166,444
81167,515
81168,459
81169,414
81170,455
81171,355
81172,231
81173,59
81174,500
81175,348
81176,274
81177,243
81178,198
81179,205
81180,390
81181,62
81182,462
81183,442
81184,60
81185,522
81186,457
81187,59
81188,403
81189,292
81190,512
81191,431
81192,292
81193,462
81194,472
81195,431
81196,110
81197,310
81198,70
81199,71
81200,530
81201,167
81202,305
81203,279
81204,173
81205,80
81206,283
81207,280
81208,133
81209,435
81210,229
81211,441
81212,242
81213,441
81214,142
81215,385
81216,579
81217,376
81218,584
81219,447
81220,130
81221,526
81222,576
81223,46
81224,197
81225,47
81226,96
81227,540
81228,562
81229,26
81230,226
81231,314
81232,414
81233,59
81234,363
81235,461
81236,402
81237,425
81238,97
81239,338
81240,130
81241,319
81242,467
81243,33
81244,235
81245,440
81246,140
81247,352
81248,393
81249,43
81250,19
81251,369
81252,394
81253,191
81254,522
81255,342
81256,267
81257,463
81258,168
81259,432
81260,396
81261,422
81262,589
81263,542
81264,2
81265,414
81266,98
81267,555
81268,330
81269,82
81270,291
81271,56
81272,173
81273,564
81274,26
81275,97
81276,532
81277,505
81278,145
81279,220
81280,113
81281,96
81282,164
81283,563
81284,239
81285,409
81286,232
81287,411
81288,464
81289,314
81290,548
81291,317
81292,297
81293,389
81294,67
81295,177
81296,491
81297,565
81298,426
81299,3
81300,41
81301,567
81302,484
81303,86
81304,521
81305,526
81306,376
81307,52
81308,305
81309,286
81310,571
81311,320
81312,232
81313,186
81314,232
81315,322
81316,422
81317,370
81318,577
81319,129
81320,32
81321,244
81322,32
81323,544
81324,332
81325,210
81326,550
81327,143
81328,485
81329,116
81330,471
81331,466
81332,172
81333,380
81334,360
81335,294
81336,587
81337,296
81338,431
81339,575
81340,231
81341,117
81342,238
81343,544
81344,210
81345,62
81346,387
81347,394
81348,577
81349,324
81350,54
81351,157
81352,553
81353,111
81354,207
81355,212
81356,361
81357,339
81358,108
81359,442
81360,324
81361,46
81362,389
81363,459
81364,541
81365,21
81366,348
81367,126
81368,391
81369,7
81370,340
81371,286
81372,272
81373,529
81374,213
81375,584
81376,466
81377,144
81378,520
81379,311
81380,158
81381,205
81382,125
81383,434
81384,477
81385,354
81386,455
81387,423
81388,76
81389,219
81390,417
81391,400
81392,307
81393,536
81394,520
81395,180
81396,146
81397,254
81398,44
81399,225
81400,440
81401,542
81402,291
81403,165
81404,586
81405,245
81406,348
81407,364
81408,333
81409,306
81410,277
81411,188
81412,88
81413,151
81414,474
81415,468
81416,392
81417,479
81418,395
81419,291
81420,169
81421,437
81422,176
81423,557
81424,6
81425,13
81426,67
81427,223
81428,430
81429,68
81430,266
81431,364
81432,483
81433,201
81434,168
81435,72
81436,424
81437,311
81438,559
81439,57
81440,542
81441,91
81442,253
81443,590
81444,75
81445,112
81446,240
81447,272
81448,328
81449,74
81450,470
81451,101
81452,293
81453,255
81454,445
81455,211
81456,59
81457,313
81458,260
81459,513
81460,589
81461,297
81462,28
81463,81
81464,364
81465,222
81466,519
81467,242
81468,118
81469,402
81470,515
81471,146
81472,122
81473,445
81474,203
81475,57
81476,491
81477,443
81478,339
81479,153
81480,271
81481,32
81482,197
81483,121
81484,282
81485,196
81486,293
81487,16
81488,452
81489,282
81490,269
81491,430
81492,251
81493,34
81494,566
81495,38
81496,166
81497,558
81498,172
81499,472
81500,584
81501,322
81502,364
81503,84
81504,333
81505,212
81506,373
81507,321
81508,324
81509,483
81510,352
81511,139
81512,33
81513,245
81514,525
81515,554
81516,262
81517,56
81518,203
81519,527
81520,93
81521,593
81522,284
81523,370
81524,85
81525,107
81526,435
81527,470
81528,62
81529,200
81530,379
81531,350
81532,386
81533,179
81534,53
81535,425
81536,115
81537,157
81538,469
81539,513
81540,131
81541,350
81542,410
81543,370
81544,387
81545,164
81546,528
81547,405
81548,452
81549,551
81550,388
81551,468
81552,116
81553,533
81554,379
81555,464
81556,221
81557,296
81558,239
81559,358
81560,128
81561,117
81562,287
81563,504
81564,457
81565,449
81566,418
81567,271
81568,375
81569,52
81570,168
81571,119
81572,274
81573,327
81574,381
81575,355
81576,585
81577,321
81578,163
81579,231
81580,272
81581,5
81582,323
81583,76
81584,371
81585,264
81586,335
81587,157
81588,337
81589,310
81590,407
81591,9
81592,239
81593,548
81594,598
81595,18
81596,167
81597,512
81598,296
81599,194
81600,286
81601,140
81602,82
81603,229
81604,151
81605,82
81606,230
81607,417
81608,111
81609,345
81610,394
81611,305
81612,86
81613,246
81614,324
81615,122
81616,14
81617,374
81618,364
81619,301
81620,276
81621,311
81622,342
81623,339
81624,368
81625,286
81626,306
81627,159
81628,130
81629,387
81630,450
81631,92
81632,307
81633,298
81634,527
81635,71
81636,109
81637,554
81638,544
81639,248
81640,208
81641,392
81642,233
81643,178
81644,154
81645,382
81646,460
81647,514
81648,570
81649,372
81650,30
81651,84
81652,74
81653,592
81654,40
81655,272
81656,70
81657,394
81658,368
81659,156
81660,381
81661,240
81662,484
81663,59
81664,99
81665,257
81666,115
81667,59
81668,216
81669,245
81670,312
81671,84
81672,249
81673,257
81674,468
81675,237
81676,73
81677,385
81678,590
81679,184
81680,131
81681,437
81682,129
81683,493
81684,551
81685,302
81686,578
81687,253
81688,319
81689,394
81690,517
81691,365
81692,100
81693,474
81694,171
81695,474
81696,242
81697,53
81698,114
81699,355
81700,293
81701,318
81702,513
81703,66
81704,518
81705,249
81706,286
81707,461
81708,158
81709,315
81710,207
81711,585
81712,261
81713,470
81714,361
81715,254
81716,487
81717,283
81718,256
81719,253
81720,261
81721,82
81722,283
81723,565
81724,451
81725,54
81726,299
81727,493
81728,83
81729,212
81730,104
81731,213
81732,518
81733,33
81734,136
81735,461
81736,42
81737,67
81738,341
81739,135
81740,28
81741,288
81742,146
81743,336
81744,411
81745,75
81746,354
81747,553
81748,367
81749,501
81750,20
81751,252
81752,12
81753,351
81754,23
81755,146
81756,439
81757,318
81758,198
81759,281
81760,19
81761,167
81762,416
81763,27
81764,592
81765,18
81766,40
81767,402
81768,386
81769,380
81770,363
81771,559
81772,49
81773,244
81774,187
81775,185
81776,98
81777,271
81778,143
81779,195
81780,409
81781,374
81782,492
81783,78
81784,89
81785,141
81786,317
81787,142
81788,554
81789,567
81790,50
81791,121
81792,190
81793,29
81794,72
81795,353
81796,72
81797,589
81798,237
81799,115
81800,1
81801,127
81802,222
81803,112
81804,441
81805,459
81806,247
81807,401
81808,590
81809,262
81810,510
81811,287
81812,123
81813,364
81814,572
81815,392
81816,232
81817,479
81818,1
81819,86
81820,250
81821,445
81822,587
81823,585
81824,112
81825,263
81826,442
81827,317
81828,217
81829,398
81830,52
81831,510
81832,20
81833,577
81834,120
81835,407
81836,414
81837,449
81838,145
81839,451
81840,514
